district,county,subcounty,parish,household_pop,households,hh_size,n_radio,n_tv,n_computer,n_unimproved_water,n_improved_water,n_improved_sanitation,n_unimproved_sanitation,n_open_defecation,n_grid,n_solar,n_subsistence,n_pdm,sh_tv,sh_computer,sh_grid,sh_improved_water,sh_improved_sanitation,sh_subsistence,wealth_index
BUIKWE,BUIKWE COUNTY,BUIKWE,KITAZI,6037,1468,4.112397820163488,718,386,24,204,1264,928,518,22,415,431,502,47,0.26294277929155313,0.01634877384196185,0.2826975476839237,0.8610354223433242,0.6321525885558583,0.3419618528610354,-0.8349220462168094
BUIKWE,BUIKWE COUNTY,BUIKWE,MALONGWE,6550,1663,3.9386650631389055,875,490,31,147,1516,999,633,31,631,437,482,41,0.2946482260974143,0.018641010222489478,0.3794347564642213,0.9116055321707757,0.6007215874924835,0.2898376428141912,-0.6324598378779807
BUIKWE,BUIKWE COUNTY,BUIKWE,SSUGU,7195,1757,4.095048377916904,784,453,33,273,1484,842,816,99,516,522,542,92,0.2578258394991463,0.018782014797951052,0.29368241320432553,0.8446215139442231,0.479225953329539,0.30848036425725667,-0.9762181563433675
BUIKWE,BUIKWE COUNTY,BUIKWE TOWN COUNCIL,BUIKWE WARD,10406,2841,3.6627947905667018,1231,1157,62,221,2620,1921,906,14,1668,393,516,61,0.407250967969025,0.021823301654347062,0.587117212249208,0.9222104892643436,0.6761703625483985,0.1816261879619852,-0.06586836887053334
BUIKWE,BUIKWE COUNTY,BUIKWE TOWN COUNCIL,LWERU WARD,10094,2491,4.0521878763548775,1050,755,43,277,2214,1659,808,24,919,660,689,57,0.3030911280610197,0.017262143717382578,0.3689281413087114,0.8887996788438378,0.6659975913287837,0.2765957446808511,-0.5504150980132444
BUIKWE,BUIKWE COUNTY,KIYINDI TOWN COUNCIL,GOLI WARD,3061,755,4.054304635761589,301,171,7,341,414,354,359,42,146,301,280,56,0.22649006622516557,0.009271523178807948,0.19337748344370861,0.5483443708609271,0.4688741721854305,0.3708609271523179,-1.4881803734855839
BUIKWE,BUIKWE COUNTY,KIYINDI TOWN COUNCIL,KIYINDI WARD,11947,3622,3.2984538928768634,1250,1271,90,414,3208,2232,1317,73,1949,562,670,61,0.35091109884041966,0.02484815019326339,0.5381004969630039,0.8856985091109884,0.616234124792932,0.1849806736609608,-0.2742877163803669
BUIKWE,BUIKWE COUNTY,KIYINDI TOWN COUNCIL,ZZINGA WARD,6816,1675,4.0692537313432835,717,677,37,153,1522,918,723,34,775,424,355,66,0.40417910447761196,0.02208955223880597,0.4626865671641791,0.9086567164179105,0.5480597014925374,0.21194029850746268,-0.3722087742946461
BUIKWE,BUIKWE COUNTY,NAJJA,BUSAGAZI,4188,861,4.86411149825784,288,136,8,180,681,471,368,22,19,448,367,79,0.15795586527293845,0.009291521486643438,0.022067363530778164,0.7909407665505227,0.5470383275261324,0.4262485481997677,-1.4619410760109752
BUIKWE,BUIKWE COUNTY,NAJJA,GULAMA,4162,964,4.317427385892116,455,211,13,61,903,370,557,37,116,495,454,68,0.21887966804979253,0.013485477178423237,0.12033195020746888,0.9367219917012448,0.38381742738589214,0.470954356846473,-1.4545079907955138
BUIKWE,BUIKWE COUNTY,NAJJA,KISIIMBA,8528,2099,4.062887089090043,997,627,24,243,1856,925,1139,35,510,1052,495,90,0.29871367317770364,0.011434016198189614,0.2429728442115293,0.8842305859933302,0.4406860409718914,0.2358265840876608,-0.8658033048896143
BUIKWE,BUIKWE COUNTY,NAJJA,MAWOTTO,8174,1908,4.284067085953878,862,427,21,160,1748,1240,616,52,197,1016,667,69,0.22379454926624737,0.0110062893081761,0.10324947589098532,0.9161425576519916,0.649895178197065,0.34958071278826,-0.9549025381677733
BUIKWE,BUIKWE COUNTY,NAJJA,NAMATOVU,4325,1067,4.053420805998125,550,267,8,74,993,600,447,20,161,535,422,78,0.25023430178069356,0.007497656982193065,0.15089034676663543,0.9306466729147141,0.5623242736644799,0.39550140581068416,-1.068794192311296
BUIKWE,BUIKWE COUNTY,NAJJA,TUKULU,6467,1591,4.064739157762413,611,301,23,318,1273,593,920,78,146,749,550,61,0.1891891891891892,0.014456316781898177,0.0917661847894406,0.8001257071024512,0.3727215587680704,0.34569453174104336,-1.4381570067698106
BUIKWE,BUIKWE COUNTY,NGOGWE,DUNGI,9902,2547,3.8877110325873576,1384,791,46,308,2239,1279,1213,55,937,725,678,83,0.3105614448370632,0.018060463290145268,0.3678837848449156,0.8790734197094621,0.5021594032194739,0.2661955241460542,-0.7333105372365878
BUIKWE,BUIKWE COUNTY,NGOGWE,KIKWAYI,4787,1227,3.9013854930725347,627,334,14,94,1133,567,644,16,311,404,353,67,0.2722086389568052,0.011409942950285249,0.2534637326813366,0.9233903830480847,0.4621026894865526,0.28769356153219233,-0.9158192075994976
BUIKWE,BUIKWE COUNTY,NGOGWE,KIRINGO,7589,1923,3.9464378575143004,869,403,23,310,1613,727,1088,108,298,850,642,53,0.20956838273530942,0.011960478419136765,0.15496619864794592,0.8387935517420697,0.3780551222048882,0.3338533541341654,-1.314795482471841
BUIKWE,BUIKWE COUNTY,NGOGWE,LUBONGO,5329,1313,4.058644325971058,738,390,35,383,930,661,634,18,234,554,497,83,0.297029702970297,0.026656511805026657,0.1782178217821782,0.7083015993907082,0.5034272658035034,0.37852246763137853,-1.1983065605315142
BUIKWE,BUIKWE COUNTY,NGOGWE,NAMULESA,10033,2463,4.073487616727568,1423,931,61,332,2131,1538,905,20,973,828,741,64,0.37799431587494925,0.02476654486398701,0.3950466910272026,0.8652050345107593,0.6244417377182298,0.30085261875761266,-0.5371372144739703
BUIKWE,BUIKWE COUNTY,NGOGWE,NDOLWA,5547,1378,4.0253991291727145,738,422,33,253,1125,872,480,26,449,466,501,70,0.3062409288824383,0.023947750362844702,0.32583454281567487,0.816400580551524,0.6328011611030478,0.3635703918722787,-0.8120627386798996
BUIKWE,BUIKWE COUNTY,NKOKONJERU TOWN COUNCIL,BUKASA WARD,6919,1991,3.4751381215469612,859,905,67,217,1774,1523,465,3,1402,222,199,48,0.45454545454545453,0.03365143144148669,0.7041687594173782,0.8910095429432446,0.7649422400803616,0.09994977398292315,0.31237188610280914
BUIKWE,BUIKWE COUNTY,NKOKONJERU TOWN COUNCIL,MULAJJE WARD,3360,937,3.5859124866595518,426,306,12,88,849,543,378,16,338,263,217,67,0.3265741728922092,0.012806830309498399,0.3607257203842049,0.9060832443970117,0.5795090715048026,0.23159018143009605,-0.5522885662571535
BUIKWE,BUIKWE COUNTY,NKOKONJERU TOWN COUNCIL,NKOKONJERU WARD,3464,1038,3.3371868978805397,437,374,41,200,838,479,551,8,556,238,303,66,0.3603082851637765,0.0394990366088632,0.535645472061657,0.8073217726396917,0.4614643545279383,0.29190751445086704,-0.6722426122921902
BUIKWE,BUIKWE COUNTY,SSI,BBINGA,2862,721,3.969486823855756,390,169,7,306,415,305,406,10,51,367,224,64,0.23439667128987518,0.009708737864077669,0.07073509015256588,0.5755894590846047,0.42302357836338417,0.3106796116504854,-1.4907368486939907
BUIKWE,BUIKWE COUNTY,SSI,KIMERA,2084,520,4.007692307692308,261,107,9,159,361,154,351,15,57,237,185,78,0.20576923076923076,0.01730769230769231,0.10961538461538461,0.6942307692307692,0.29615384615384616,0.3557692307692308,-1.6069823694606742
BUIKWE,BUIKWE COUNTY,SSI,KOBA,7515,2277,3.300395256916996,773,692,47,498,1779,1310,476,491,694,823,434,86,0.3039086517347387,0.020641194554238032,0.30478700043917434,0.7812911725955204,0.575318401405358,0.19060166886253843,-0.6514649721863046
BUIKWE,BUIKWE COUNTY,SSI,LUGALA,5389,1401,3.846538187009279,697,365,27,279,1122,583,781,37,230,582,304,76,0.2605281941470378,0.019271948608137045,0.16416845110635261,0.8008565310492506,0.4161313347608851,0.21698786581013563,-1.0235337628829106
BUIKWE,BUIKWE COUNTY,SSI,LUGOBA,3977,1433,2.7752965806001395,554,248,19,494,939,756,439,238,3,757,398,57,0.17306350314026517,0.013258897418004187,0.00209351011863224,0.6552686671318911,0.5275645498953245,0.2777390090718772,-1.3488589517428018
BUIKWE,BUIKWE COUNTY,SSI,MUVO,1994,616,3.237012987012987,188,84,5,140,476,142,401,73,2,240,222,58,0.13636363636363635,0.008116883116883116,0.003246753246753247,0.7727272727272727,0.2305194805194805,0.36038961038961037,-1.8003344436715378
BUIKWE,BUIKWE COUNTY,SSI,NAMUKUMA,3791,1011,3.7497527200791296,424,218,9,174,837,493,475,43,146,392,381,59,0.21562809099901087,0.008902077151335312,0.1444114737883284,0.827893175074184,0.4876360039564787,0.3768545994065282,-1.267390774920364
BUIKWE,BUIKWE COUNTY,SSI,ZITWE,4027,1081,3.725254394079556,445,193,11,148,933,658,387,36,96,459,353,80,0.17853839037927843,0.010175763182238668,0.08880666049953746,0.8630897317298798,0.6086956521739131,0.3265494912118409,-1.083041774949408
BUIKWE,LUGAZI MUNICIPALITY,CENTRAL DIVISION,KABOWA WARD,2472,674,3.6676557863501484,240,433,89,79,595,519,154,1,587,24,28,67,0.642433234421365,0.13204747774480713,0.870919881305638,0.8827893175074184,0.7700296735905044,0.04154302670623145,0.9625208650972891
BUIKWE,LUGAZI MUNICIPALITY,CENTRAL DIVISION,KAWOTTO WARD,2600,740,3.5135135135135136,239,272,45,160,580,573,167,0,409,170,52,59,0.3675675675675676,0.060810810810810814,0.5527027027027027,0.7837837837837838,0.7743243243243243,0.07027027027027027,0.12534562043255154
BUIKWE,LUGAZI MUNICIPALITY,CENTRAL DIVISION,KIKAWULA WARD,8854,2882,3.0721721027064537,1101,1815,172,342,2540,2267,614,1,2453,155,66,54,0.6297709923664122,0.05968077723802915,0.851145038167939,0.8813324080499653,0.7866065232477446,0.022900763358778626,0.8286411331540473
BUIKWE,LUGAZI MUNICIPALITY,CENTRAL DIVISION,NAKAZADDE WARD,12568,4225,2.9746745562130177,1658,2291,173,916,3309,3099,1117,9,3668,78,162,57,0.5422485207100591,0.040946745562130175,0.8681656804733728,0.7831952662721894,0.733491124260355,0.03834319526627219,0.5111641546979736
BUIKWE,LUGAZI MUNICIPALITY,CENTRAL DIVISION,NAMENGO WARD,11182,3310,3.3782477341389727,1241,1889,138,680,2630,2662,639,9,2853,146,115,58,0.5706948640483384,0.04169184290030212,0.8619335347432024,0.7945619335347432,0.8042296072507553,0.03474320241691843,0.647178935158447
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,BIBBO WARD,5937,1489,3.987239758226998,711,472,54,281,1208,694,780,15,322,615,469,68,0.3169912693082606,0.03626595030221625,0.216252518468771,0.8112827400940228,0.46608462055070515,0.3149764942914708,-0.974358067213729
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,BULYANTEETE WARD,6126,1554,3.942084942084942,760,757,87,218,1336,1113,431,10,907,355,224,76,0.4871299871299871,0.055984555984555984,0.5836550836550837,0.8597168597168597,0.7162162162162162,0.14414414414414414,0.15852658537522799
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,BUSAABAGA WARD,2942,671,4.384500745156483,316,155,11,72,599,300,365,6,111,288,239,12,0.23099850968703428,0.01639344262295082,0.16542473919523099,0.8926974664679582,0.44709388971684055,0.3561847988077496,-1.1748885525118817
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,BUTININDI WARD,12175,3529,3.4499858316803627,1451,1671,171,385,3144,2967,539,23,2259,589,189,87,0.4735052422782658,0.04845565315953528,0.6401246812128082,0.8909039387928591,0.840748087276849,0.053556248228960046,0.4951610682235744
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,KIGENDA WARD,5042,1312,3.8429878048780486,642,316,65,310,1002,783,500,29,204,573,412,43,0.24085365853658536,0.04954268292682927,0.15548780487804878,0.7637195121951219,0.5967987804878049,0.31402439024390244,-0.9614745983684577
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,KITEZA WARD,12684,3402,3.728395061728395,1527,1131,88,543,2859,2048,1316,38,1293,1110,567,56,0.3324514991181658,0.02586713697824809,0.3800705467372134,0.8403880070546738,0.6019988242210464,0.16666666666666666,-0.42846478096631535
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,LUWAYO WARD,5776,1435,4.025087108013937,611,273,16,131,1304,686,698,51,119,575,583,80,0.1902439024390244,0.011149825783972125,0.08292682926829269,0.9087108013937282,0.47804878048780486,0.4062717770034843,-1.3219886487044394
BUIKWE,LUGAZI MUNICIPALITY,KAWOLO DIVISION,SAGAZI WARD,1776,464,3.8275862068965516,235,220,28,43,421,335,122,7,218,105,67,36,0.47413793103448276,0.0603448275862069,0.4698275862068966,0.9073275862068966,0.7219827586206896,0.14439655172413793,0.12605651682805227
BUIKWE,LUGAZI MUNICIPALITY,NAJJEMBE DIVISION,BUVUNYA WARD,4977,1277,3.8974158183241974,607,236,20,148,1129,666,590,21,145,603,309,59,0.18480814408770557,0.015661707126076743,0.11354737666405638,0.8841033672670321,0.5215348472983555,0.24197337509788566,-0.9947070368725026
BUIKWE,LUGAZI MUNICIPALITY,NAJJEMBE DIVISION,BUWOOLA WARD,2135,545,3.9174311926605503,279,81,3,99,446,180,359,6,1,263,220,81,0.14862385321100918,0.005504587155963303,0.001834862385321101,0.818348623853211,0.3302752293577982,0.4036697247706422,-1.6993128369074728
BUIKWE,LUGAZI MUNICIPALITY,NAJJEMBE DIVISION,KABANGA WARD,7053,1731,4.074523396880416,644,421,39,195,1536,983,738,10,423,628,373,55,0.24321201617562102,0.022530329289428077,0.24436741767764297,0.8873483535528596,0.5678798382437897,0.21548238012709417,-0.716674169498918
BUIKWE,LUGAZI MUNICIPALITY,NAJJEMBE DIVISION,KINONI WARD,3251,816,3.9840686274509802,412,191,7,116,700,400,342,74,82,343,201,51,0.2340686274509804,0.00857843137254902,0.10049019607843138,0.8578431372549019,0.49019607843137253,0.24632352941176472,-1.0272938408401586
BUIKWE,LUGAZI MUNICIPALITY,NAJJEMBE DIVISION,KITIGOMA WARD,6411,1647,3.8925318761384333,899,711,61,204,1443,1095,547,5,847,375,236,75,0.43169398907103823,0.037037037037037035,0.5142683667273831,0.8761384335154827,0.6648451730418944,0.143290831815422,-0.0437021436389481
BUIKWE,LUGAZI MUNICIPALITY,NAJJEMBE DIVISION,KIZIGO WARD,4898,1254,3.905901116427432,556,273,9,122,1132,711,531,12,316,395,339,72,0.21770334928229665,0.007177033492822967,0.25199362041467305,0.9027113237639554,0.5669856459330144,0.2703349282296651,-0.854283926842183
BUIKWE,LUGAZI MUNICIPALITY,NAJJEMBE DIVISION,NSAKYA WARD,9344,2602,3.59108378170638,1213,783,37,329,2273,1367,1223,12,955,731,362,72,0.30092236740968487,0.014219830899308224,0.3670253651037663,0.8735588009223674,0.5253651037663336,0.13912375096079937,-0.5194747145442161
BUIKWE,NJERU MUNICIPALITY,NJERU DIVISION,NJERU EAST WARD,11700,3862,3.029518384256862,1771,1802,490,69,3793,2681,1144,37,2966,170,219,60,0.46659761781460385,0.12687726566545832,0.7679958570688762,0.9821336095287416,0.6941998964267219,0.056706369756602794,0.6372757454104429
BUIKWE,NJERU MUNICIPALITY,NJERU DIVISION,NJERU NORTH WARD,8953,2661,3.364524614806464,1172,1363,365,118,2543,2245,413,3,2121,118,131,51,0.5122134535888764,0.1371664787673807,0.7970687711386697,0.9556557685080797,0.8436677940623826,0.04922961292747088,0.907339091585969
BUIKWE,NJERU MUNICIPALITY,NJERU DIVISION,NJERU SOUTH WARD,22159,5653,3.919865558110738,2536,2051,199,286,5367,3821,1791,41,2612,1355,755,78,0.3628162037856006,0.03520254732000708,0.46205554572793206,0.9494073943039094,0.6759242879886785,0.13355740314877057,-0.07113416388876785
BUIKWE,NJERU MUNICIPALITY,NJERU DIVISION,NJERU WEST WARD,42056,12780,3.2907668231611895,6325,7301,610,938,11842,9616,3147,17,10278,611,592,94,0.571283255086072,0.04773082942097027,0.8042253521126761,0.92660406885759,0.7524256651017215,0.04632237871674491,0.6596799585658208
BUIKWE,NJERU MUNICIPALITY,NYENGA DIVISION,BUZIIKA (B),4273,984,4.342479674796748,410,168,9,102,882,338,625,21,86,519,199,34,0.17073170731707318,0.009146341463414634,0.08739837398373984,0.8963414634146342,0.3434959349593496,0.20223577235772358,-1.1854042637613622
BUIKWE,NJERU MUNICIPALITY,NYENGA DIVISION,KABIZZI,9803,2118,4.628423040604344,995,392,32,233,1885,1076,926,116,11,1445,606,86,0.18508026440037773,0.015108593012275733,0.005193578847969783,0.8899905571293674,0.5080264400377715,0.28611898016997167,-1.1522399564482668
BUIKWE,NJERU MUNICIPALITY,NYENGA DIVISION,NAMABU,13322,3007,4.430329231792484,1294,646,38,468,2539,1148,1742,117,526,1418,1032,50,0.21483205853009643,0.012637179913535085,0.17492517459261722,0.8443631526438311,0.3817758563352178,0.3431992018623212,-1.2994214934126225
BUIKWE,NJERU MUNICIPALITY,NYENGA DIVISION,NYENGA,8718,2302,3.787141615986099,1081,785,86,178,2124,1588,684,30,988,633,349,60,0.341007819287576,0.03735881841876629,0.4291920069504778,0.9226759339704604,0.6898349261511729,0.1516072980017376,-0.1525720813807748
BUIKWE,NJERU MUNICIPALITY,NYENGA DIVISION,SSUNGA,6195,1703,3.6376981796829124,601,375,23,174,1529,948,728,27,498,480,432,66,0.22019964768056371,0.013505578391074574,0.2924251321197886,0.8978273634762184,0.5566647093364651,0.2536699941280094,-0.8001935054417212
BUIKWE,NJERU MUNICIPALITY,NYENGA DIVISION,TONGOLO,16706,3815,4.379030144167759,1540,968,145,623,3192,2130,1395,290,949,1184,1236,71,0.25373525557011795,0.03800786369593709,0.24875491480996068,0.8366972477064221,0.5583224115334207,0.32398427260812585,-0.9056272378271092
BUIKWE,NJERU MUNICIPALITY,WAKISI DIVISION,KALAGALA,6251,1485,4.2094276094276095,674,175,12,155,1330,505,902,78,5,924,517,63,0.11784511784511785,0.00808080808080808,0.003367003367003367,0.8956228956228957,0.3400673400673401,0.34814814814814815,-1.5562655480478174
BUIKWE,NJERU MUNICIPALITY,WAKISI DIVISION,KKONKO,6097,1640,3.7176829268292684,844,276,16,132,1508,835,752,53,144,713,437,66,0.16829268292682928,0.00975609756097561,0.08780487804878048,0.9195121951219513,0.5091463414634146,0.26646341463414636,-1.0686151057234472
BUIKWE,NJERU MUNICIPALITY,WAKISI DIVISION,MALINDI,13617,3762,3.6196172248803826,1390,1204,98,83,3679,2584,1152,26,2052,292,614,67,0.32004253056884635,0.026049973418394472,0.5454545454545454,0.9779372674109517,0.6868686868686869,0.16321105794790006,-0.09799761720031223
BUIKWE,NJERU MUNICIPALITY,WAKISI DIVISION,NAKALANGA,7216,1707,4.22729935559461,608,335,21,199,1508,970,682,55,385,405,688,65,0.19625073227885179,0.012302284710017574,0.2255418863503222,0.8834212067955477,0.5682483889865261,0.4030462800234329,-1.1238654025861174
BUIKWE,NJERU MUNICIPALITY,WAKISI DIVISION,NAMINYA,14483,4396,3.2945859872611467,1921,1834,216,369,4027,2918,1444,34,2869,347,501,73,0.4171974522292994,0.04913557779799818,0.652638762511374,0.9160600545950864,0.6637852593266605,0.11396724294813466,0.14010369942624212
BUIKWE,NJERU MUNICIPALITY,WAKISI DIVISION,WAKISI,7934,1847,4.295614510016242,806,459,29,96,1751,1061,744,42,644,250,576,59,0.24851109907958852,0.01570113697888468,0.3486735246345425,0.9480238224147266,0.5744450460205739,0.3118570655116405,-0.7520794549503415
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,BUKESA,8188,3472,2.358294930875576,1088,1713,513,474,2998,2920,550,2,3203,109,35,36,0.4933755760368664,0.14775345622119815,0.9225230414746544,0.863479262672811,0.8410138248847926,0.010080645161290322,0.9680403695967493
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,CIVIC CENTRE,1349,686,1.966472303206997,249,379,134,60,626,661,20,5,621,17,13,17,0.5524781341107872,0.19533527696793002,0.9052478134110787,0.9125364431486881,0.9635568513119533,0.018950437317784258,1.3123550471863672
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,INDUSTRIAL AREA,3175,1564,2.0300511508951407,440,428,97,110,1454,873,540,151,802,118,120,25,0.27365728900255754,0.062020460358056265,0.5127877237851662,0.9296675191815856,0.5581841432225064,0.07672634271099744,-0.1586997569931901
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KAGUGUBE,5663,2795,2.026118067978533,1040,1297,555,553,2242,2067,689,39,2476,21,82,54,0.46404293381037565,0.19856887298747763,0.8858676207513417,0.8021466905187835,0.7395348837209302,0.02933810375670841,0.8035683771374188
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KAMWOKYA I,1514,804,1.8830845771144278,235,509,232,91,713,724,79,1,781,4,8,18,0.6330845771144279,0.2885572139303483,0.9713930348258707,0.8868159203980099,0.900497512437811,0.009950248756218905,1.569856873770268
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KAMWOKYA II,15236,5692,2.6767392832044976,2146,3220,552,323,5369,4368,1314,10,5197,116,63,81,0.5657062543921293,0.09697821503865074,0.9130358397751229,0.9432536893886156,0.7673928320449754,0.01106816584680253,0.9228439356832143
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KISENYI I,1010,545,1.853211009174312,142,193,46,110,435,449,81,15,454,3,5,20,0.3541284403669725,0.08440366972477065,0.8330275229357799,0.7981651376146789,0.8238532110091743,0.009174311926605505,0.5213183372897757
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KISENYI II,3390,1354,2.503692762186115,271,465,70,204,1150,1130,218,6,1262,7,28,19,0.3434268833087149,0.051698670605613,0.9320531757754801,0.8493353028064993,0.8345642540620384,0.0206794682422452,0.5445415210709608
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KISENYI III,4156,1570,2.6471337579617833,482,686,89,224,1346,1152,411,7,1408,14,23,32,0.4369426751592357,0.056687898089171976,0.8968152866242038,0.8573248407643312,0.7337579617834394,0.01464968152866242,0.5407875436946318
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KOLOLO I,1907,849,2.2461719670200235,220,517,342,48,801,818,29,2,819,6,6,25,0.6089517078916372,0.4028268551236749,0.9646643109540636,0.9434628975265018,0.9634864546525324,0.007067137809187279,1.914235699241691
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KOLOLO II,853,401,2.1271820448877805,124,258,189,53,348,385,16,0,368,12,1,6,0.6433915211970075,0.4713216957605985,0.9177057356608479,0.8678304239401496,0.9600997506234414,0.0024937655860349127,2.006968789218394
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KOLOLO III,1078,392,2.75,124,211,140,29,363,379,13,0,379,2,2,22,0.5382653061224489,0.35714285714285715,0.9668367346938775,0.9260204081632653,0.9668367346938775,0.00510204081632653,1.7218033338019927
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,KOLOLO IV,1138,487,2.3367556468172483,154,312,179,20,467,450,36,1,463,6,7,12,0.6406570841889117,0.3675564681724846,0.9507186858316222,0.9589322381930184,0.9240246406570842,0.014373716632443531,1.8220106048704334
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,MENGO,10543,4547,2.318671651638443,1081,1854,450,416,4131,3895,640,12,4234,52,51,44,0.4077413679349021,0.09896635144051022,0.9311634044424896,0.9085111062238839,0.8566087530239719,0.011216186496591158,0.8215498558160798
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,NAKASERO I,1018,604,1.685430463576159,271,367,124,22,582,553,48,3,430,77,3,41,0.6076158940397351,0.2052980132450331,0.7119205298013245,0.9635761589403974,0.9155629139072847,0.004966887417218543,1.2839284536851958
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,NAKASERO II,1739,771,2.2555123216601816,273,431,214,51,720,722,47,2,736,6,5,23,0.5590142671854734,0.2775616083009079,0.9546044098573282,0.933852140077821,0.9364461738002594,0.00648508430609598,1.536248039037219
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,NAKASERO III,1481,659,2.2473444613050075,199,387,208,140,519,621,29,9,573,13,5,16,0.5872534142640364,0.3156297420333839,0.8694992412746586,0.787556904400607,0.9423368740515933,0.007587253414264037,1.4683800234878925
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,NAKASERO IV,1453,684,2.124269005847953,151,394,221,103,581,665,19,0,634,30,1,9,0.5760233918128655,0.3230994152046784,0.9269005847953217,0.8494152046783626,0.9722222222222222,0.0014619883040935672,1.6119409276562218
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,NAKIVUBO,647,356,1.8174157303370786,114,193,58,162,194,334,21,1,345,2,1,10,0.5421348314606742,0.16292134831460675,0.9691011235955056,0.5449438202247191,0.9382022471910112,0.0028089887640449437,0.9335674567066181
KAMPALA,KAMPALA CENTRAL DIVISION,KAMPALA CENTRAL DIVISION,OLD KAMPALA,3127,1170,2.6726495726495725,274,725,269,352,818,1128,39,3,1093,6,9,12,0.6196581196581197,0.2299145299145299,0.9341880341880342,0.6991452991452991,0.9641025641025641,0.007692307692307693,1.313974862341083
KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,BWAISE I,16441,6345,2.5911741528762806,2623,3896,466,406,5939,4698,1632,15,5793,115,94,90,0.614026792750197,0.07344365642237982,0.9130023640661938,0.9360126083530339,0.7404255319148936,0.014814814814814815,0.8862012370950237
KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,BWAISE II,15190,5371,2.8281511822751817,2311,3370,414,314,5057,3978,1383,10,4866,135,55,63,0.6274436790169429,0.07708061813442561,0.9059765406814374,0.9415378886613294,0.7406442003351331,0.010240178737665239,0.918821529328642
KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,BWAISE III,7153,2897,2.469105971694857,982,1486,170,91,2806,2222,666,9,2497,87,39,53,0.5129444252675182,0.058681394546082156,0.8619261304798067,0.968588194684156,0.7670003451846737,0.013462202278218847,0.7600649644845712
KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,KANYANYA,23731,7086,3.348998024273215,3451,5119,962,741,6345,5699,1371,16,6739,32,99,52,0.7224103866779565,0.13576065481230595,0.9510302003951454,0.8954276037256562,0.8042619249223821,0.01397121083827265,1.2221892419330314
KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,KAWEMPE I,33136,10733,3.087300847852418,4670,7536,1071,316,10417,7895,2817,21,10115,55,89,64,0.7021336066337464,0.09978570763067177,0.9424205720674556,0.970558091866207,0.7355818503680238,0.008292182987049286,1.1075973689942464
KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,KAWEMPE II,23446,7231,3.2424284331351125,3264,4835,951,352,6879,5382,1831,18,6474,267,85,54,0.6686488729083114,0.13151707924215184,0.8953118517494123,0.9513207025307703,0.7442953948278247,0.011754943991149219,1.0902591832236648
KAMPALA,KAWEMPE DIVISION,KAWEMPE DIVISION,KAZO-ANGOLA,19786,6999,2.826975282183169,2970,4295,446,429,6570,5630,1366,3,6178,88,82,53,0.613659094156308,0.06372338905557937,0.8826975282183169,0.9387055293613373,0.8044006286612373,0.011715959422774681,0.931057215453859
