pt,n_listings,n_rent,n_sale,access_min,tt_cbd_min,tt_expressway_min,tt_bypass_min,tt_rail_min,acc_ntl_30,acc_jobs_30_bld,acc_jobs_30_ntl,acc_jobs_30_mix,acc_ntl_45,acc_jobs_45_bld,acc_jobs_45_ntl,acc_jobs_45_mix,acc_ntl_60,acc_jobs_60_bld,acc_jobs_60_ntl,acc_jobs_60_mix,lon,lat
POINT (456603.00232 32717.659606),211,131,80,0.732,22.95,52.104,40.55,24.021,4958.515,457799.409,448879.26,457823.478,11081.918,748510.96,761738.247,753563.476,17674.78,907117.782,925774.567,913093.314,32.61,0.296
POINT (456761.850091 51295.98265),205,24,181,3.162,79.355,76.945,57.029,81.291,1029.595,16609.374,12465.749,15760.961,2431.056,37826.693,35024.122,39556.952,5426.101,120116.069,103839.14,121361.258,32.611,0.464
POINT (456855.727239 36200.533819),94,53,41,0.243,14.471,42.764,19.286,11.678,8886.655,640529.11,656769.247,646573.684,16238.372,890422.979,885832.015,891013.047,23816.798,1006367.49,1013919.496,1015970.529,32.612,0.328
POINT (457011.642714 31783.987447),1,0,1,0.586,26.863,55.527,44.462,29.483,3780.448,276780.465,249813.141,266780.509,9425.367,683176.05,694806.601,690322.411,16234.401,869663.56,894514.835,877761.495,32.614,0.288
POINT (457159.740793 41781.313096),58,22,36,0.797,41.446,38.662,11.893,42.819,4083.575,118162.236,138877.002,122590.726,12466.223,640626.203,682251.028,665423.386,21222.754,931385.116,920238.552,933717.361,32.615,0.378
POINT (457159.800527 43107.704391),59,16,43,5.37,51.0,48.216,21.433,45.252,2535.525,68975.082,64362.622,70065.19,7830.764,276481.282,302189.247,285578.022,17515.63,818493.19,824667.103,826242.836,32.615,0.39
POINT (457228.189906 26896.992385),20,16,4,0.165,42.53,44.257,58.125,45.149,2399.798,60180.371,69412.981,63185.602,5795.18,250619.574,250408.884,252381.988,13184.108,691196.642,726253.378,705755.451,32.616,0.243
POINT (457512.331955 38197.831889),253,122,131,0.319,24.229,38.559,12.282,21.468,7277.574,453337.811,507578.268,475483.996,15839.025,847962.137,845909.163,851320.975,23863.897,1007055.558,1001427.7,1011942.812,32.618,0.346
POINT (457715.601814 27633.12512),168,99,69,0.601,46.726,47.747,61.615,49.346,2023.575,52002.706,59451.941,54687.073,4791.261,157799.504,164814.008,160481.353,11607.966,657418.961,673438.533,668724.72,32.62,0.25
POINT (457715.68578 30396.438037),169,95,74,1.813,32.683,59.973,50.282,35.302,2739.283,99923.487,107262.044,103637.866,7814.215,592464.925,592384.2,597024.956,14321.15,809470.058,839039.344,818761.037,32.62,0.275
POINT (457715.816766 34265.076318),10,2,8,0.222,23.686,52.78,33.117,20.885,4824.9,408889.004,437414.034,421535.689,11369.56,733085.497,749907.544,738475.141,18659.326,939131.126,943269.743,943331.81,32.62,0.31
POINT (457716.054269 40344.365572),9,1,8,0.944,35.387,38.472,9.409,32.626,5619.941,211183.908,243583.801,222080.876,14385.802,766131.856,770132.786,771143.744,22839.397,973028.652,966863.286,977040.808,32.62,0.365
POINT (457760.770252 44959.097175),67,23,44,0.319,57.888,57.489,28.071,51.89,1818.606,37566.534,31577.976,37722.981,5913.893,127860.298,141449.275,133711.86,14347.062,650358.598,677916.871,667622.556,32.62,0.407
POINT (457918.337021 34217.540092),121,98,23,0.416,24.944,54.038,34.375,22.143,4280.111,339945.696,366812.286,351652.907,10784.515,704188.202,728523.68,712425.827,18064.018,929765.684,931740.279,932839.041,32.622,0.31
POINT (458036.976986 60385.4346),1,0,1,1.594,122.999,120.59,100.674,124.936,378.111,5121.784,7776.373,6998.742,711.154,11058.816,15775.976,14513.768,998.893,16950.341,22178.437,20996.354,32.623,0.546
POINT (458092.084187 41081.391492),1,1,0,0.408,39.617,44.153,9.8,33.619,4493.836,119775.048,140320.514,128129.316,12541.956,656067.03,684637.225,671336.956,21142.944,928095.537,924703.012,933414.312,32.623,0.372
POINT (458185.371559 40420.624321),1,0,1,0.104,36.387,40.923,6.57,30.39,5455.487,173365.995,204683.312,184320.615,14079.951,742413.613,752460.988,750210.34,22511.844,964614.625,958844.081,969314.033,32.624,0.366
POINT (458229.650746 26319.774764),1,1,0,1.202,48.315,44.124,57.992,50.934,2266.153,50202.83,63982.151,54768.08,4807.205,143488.038,149321.388,144988.496,11567.511,611622.034,622870.575,617557.597,32.625,0.238
POINT (458240.781425 32459.190641),5,2,3,0.484,29.885,59.004,44.303,27.069,2622.816,177787.182,158155.263,167110.007,8845.669,654938.321,671801.219,661506.772,15317.906,875654.707,885307.111,878226.615,32.625,0.294
POINT (458403.276117 27156.710586),90,64,26,0.959,47.062,48.071,61.939,49.682,2096.264,48765.08,62054.036,53269.288,4728.397,129305.986,146440.695,135833.482,11104.052,639250.734,654928.721,650042.629,32.626,0.246
POINT (458518.361348 40664.876092),92,33,59,0.843,36.067,33.358,2.681,26.999,6612.765,230541.675,261007.154,240300.966,15745.636,772799.08,789238.745,783893.911,24324.785,991211.074,979784.522,995829.047,32.627,0.368
POINT (458773.005262 36180.565468),95,80,15,2.466,26.455,54.748,30.013,23.662,4777.597,332130.003,376078.739,348170.877,11303.239,711458.454,732320.354,718619.65,18513.182,932208.63,933358.412,936909.279,32.63,0.327
POINT (458804.225052 37839.655745),27,16,11,1.221,23.841,49.845,11.031,21.08,6618.485,425270.646,468208.014,445436.368,14163.63,779682.782,788587.087,785912.122,21864.167,975326.402,977513.246,983786.812,32.63,0.342
POINT (459162.69962 42002.291133),252,86,166,3.939,47.842,49.819,18.025,41.844,2949.905,71036.972,71162.696,73164.671,8748.724,337623.599,389005.278,360580.871,17850.288,830246.24,833644.333,837446.036,32.633,0.38
POINT (459191.227669 40601.999502),2,0,2,0.394,37.517,34.686,0.755,24.893,6725.017,203340.086,240701.882,216985.855,15784.122,770259.526,784962.702,781328.208,23976.891,981525.171,970880.202,986073.374,32.633,0.367
POINT (459665.513501 38307.174525),4,0,4,0.914,28.728,46.567,11.518,25.774,5773.912,301875.525,330732.679,314783.018,13824.102,754482.01,765610.883,761622.849,21950.663,975111.734,971635.498,980817.715,32.638,0.347
POINT (459759.298855 45803.472322),38,10,28,3.357,66.957,66.558,32.042,54.993,1901.81,23652.917,24876.678,26852.997,4726.966,86303.646,82739.392,90289.226,9694.01,246094.196,281060.333,261974.513,32.638,0.414
POINT (459974.540697 28746.121363),14,8,6,3.168,46.903,61.862,64.502,49.523,1177.861,31250.893,41319.745,34786.103,3881.748,126617.137,140721.095,132529.299,8967.778,612100.458,620534.859,620402.229,32.64,0.26
POINT (460142.149511 47264.691678),26,6,20,1.192,72.151,71.752,37.236,60.188,1605.278,17794.388,19401.701,20572.557,4091.385,68887.352,61371.868,71249.792,7877.182,157401.67,176688.433,167520.896,32.642,0.428
POINT (460142.93615 62951.878536),4,0,4,0.791,138.135,135.725,115.809,140.071,347.286,7419.039,11311.028,10452.414,584.882,11696.632,17296.601,15591.376,851.633,16494.67,20985.772,19516.907,32.642,0.57
POINT (460157.233589 35101.720389),91,74,17,2.396,32.591,60.884,35.445,29.798,2918.717,191972.286,170994.797,180144.135,9192.018,609826.038,643534.336,621446.882,15791.582,862796.247,862807.334,864977.234,32.642,0.318
POINT (460497.951864 40896.91304),191,81,110,1.881,39.412,40.191,4.399,22.362,5212.187,131673.947,148198.129,135335.037,14047.063,693936.419,721334.577,710478.886,22361.144,949685.165,944761.262,955249.657,32.645,0.37
POINT (460530.151961 39117.342964),119,69,50,0.357,34.602,47.401,7.239,21.495,4548.32,136650.777,141293.339,141354.386,12858.764,690919.48,707494.597,700122.862,21405.634,950351.629,946152.372,955687.018,32.645,0.354
POINT (460754.856627 33312.239007),1,1,0,0.12,35.67,63.964,39.575,32.877,2199.846,141036.675,106687.818,122107.041,7640.912,534738.384,578225.128,553066.561,13851.069,805640.535,812155.799,808347.32,32.647,0.301
POINT (460824.165765 45177.812078),1119,276,843,2.75,65.615,65.216,30.7,53.652,2085.276,26476.266,27423.4,29806.988,5121.569,96294.208,93705.028,100489.286,10309.327,274018.036,312534.375,292690.147,32.648,0.409
POINT (461006.45305 40270.175404),69,37,32,0.369,40.95,46.875,12.522,27.339,4269.826,91710.807,94855.959,96070.974,11697.427,540239.291,588739.3,562816.786,20436.694,905958.979,905222.432,912839.144,32.65,0.364
POINT (461054.542085 46055.427517),31,4,27,0.608,69.189,68.79,34.273,57.225,1768.082,19420.031,21661.807,22820.061,4402.25,77087.366,72550.537,81005.6,8854.492,209130.274,236849.445,221168.409,32.65,0.417
POINT (461272.484426 42403.435518),186,113,73,0.661,50.928,49.018,14.366,37.317,3495.043,71325.691,69286.763,74652.52,9134.285,269641.064,300596.203,282606.587,18546.311,827134.244,833974.419,837015.969,32.652,0.384
POINT (461422.324826 31656.391268),29,22,7,3.272,44.535,72.829,48.44,41.742,1199.536,40406.014,38146.52,38295.296,3655.349,234184.268,242635.846,232132.011,10045.95,662010.889,686256.559,669265.278,32.653,0.286
POINT (461477.526213 63144.831872),3,0,3,3.913,145.329,142.919,123.003,147.265,284.935,6715.775,10382.401,9575.099,525.632,11360.095,16438.598,14915.678,737.958,14986.338,19627.493,17916.727,32.654,0.571
POINT (461722.089371 43770.699453),446,135,311,3.093,58.413,56.502,21.85,44.802,1975.586,31698.948,28854.356,33332.381,5980.067,122145.932,134683.28,128510.352,14584.285,657169.505,688763.196,677027.554,32.656,0.396
POINT (461880.325072 48938.068328),31,4,27,1.08,82.318,81.919,47.403,70.355,1183.101,13351.898,14306.449,15192.331,2781.49,34920.376,35145.346,38707.108,5687.931,98125.697,92856.215,102834.704,32.657,0.443
POINT (462009.18716 43199.855741),1,1,0,0.11,55.205,53.294,18.642,41.594,2569.579,44464.716,42114.714,46905.134,7350.715,154447.796,180436.092,164578.313,16548.999,746198.883,767843.422,764260.651,32.659,0.391
POINT (462175.756139 34729.159273),9,4,5,3.139,42.702,70.995,46.606,39.909,1490.632,59534.87,50775.65,54449.754,4539.675,289097.148,327119.511,300288.599,11085.619,687705.65,716116.22,696908.584,32.66,0.314
POINT (463388.843529 40247.979195),97,39,58,2.081,54.217,60.142,25.789,40.606,1358.698,21511.759,19672.323,22126.003,4975.1,115955.401,116239.06,118740.368,12920.549,618462.078,657174.719,638513.154,32.671,0.364
POINT (463671.126066 64197.982723),7,0,7,1.008,162.071,159.661,129.562,152.513,211.318,5483.93,9140.94,8123.377,440.394,11113.984,14714.746,13594.452,733.268,15305.548,19283.607,17282.186,32.674,0.581
POINT (463871.582911 34501.409694),18,10,8,10.33,49.949,78.242,53.853,47.155,945.552,34860.328,30182.976,31647.482,2426.637,151949.363,122114.581,134855.59,8101.91,556612.704,595456.522,571969.983,32.675,0.312
POINT (464558.463793 43644.579842),81,18,63,0.695,67.815,65.905,31.253,54.205,1421.754,16902.065,17058.827,19571.198,4433.291,73913.738,71741.552,79977.387,10280.362,227363.25,255857.887,241760.743,32.681,0.395
POINT (466061.622016 39238.731097),39,5,34,3.171,57.19,69.175,26.031,10.504,1350.184,7191.823,16208.591,9608.65,3598.732,57371.0,65044.568,62525.404,10272.445,408548.849,451588.623,427295.086,32.695,0.355
POINT (466961.924792 42035.150921),64,15,49,3.337,66.629,77.776,34.632,41.778,1589.923,17129.982,18949.735,21128.934,4115.494,43492.097,51054.886,51422.178,8245.216,164278.815,169007.426,174756.546,32.703,0.38
POINT (467318.53779 55602.889493),19,0,19,0.242,138.39,135.98,104.141,109.607,90.388,855.373,1075.382,1092.577,290.718,3321.779,3471.018,3780.99,890.482,11008.986,10674.745,11980.642,32.706,0.503
POINT (467816.621396 45263.747504),18,1,17,6.376,87.892,91.077,55.895,63.041,582.089,6570.865,6925.349,7946.249,1633.404,18074.383,19485.722,21797.775,4142.017,49557.815,51755.014,56834.233,32.711,0.41
POINT (468012.160965 40987.276804),1,0,1,0.098,58.005,69.153,26.009,33.155,2485.94,25810.283,29665.611,31323.323,5642.266,75886.688,85504.753,86033.103,11584.822,397962.785,441449.321,419364.29,32.713,0.371
POINT (469116.105329 39373.483187),182,25,157,3.466,66.786,77.933,34.789,36.961,1635.703,15979.965,19487.609,20255.519,3823.25,36939.229,46774.503,44272.775,7627.32,156077.13,160531.77,165487.265,32.722,0.356
POINT (469711.301758 71112.111572),3,0,3,14.655,214.912,212.502,192.586,216.849,3.302,707.999,158.6,268.862,18.759,2616.783,901.04,1373.265,62.618,4380.309,3007.675,3314.925,32.728,0.643
POINT (472738.064381 39017.47034),397,21,376,0.432,77.549,88.696,45.552,15.102,1858.263,22657.962,22108.518,26389.296,3423.659,37678.777,40780.178,44862.15,5983.256,67698.875,79985.131,77922.271,32.755,0.353
POINT (473602.252042 40314.500541),1,0,1,4.431,81.307,92.454,49.31,23.908,1410.108,17578.161,16776.635,20302.826,2969.842,33654.377,35363.362,39982.124,5347.109,53143.917,65641.668,63096.353,32.763,0.365
POINT (474176.157833 56851.182986),1,0,1,0.605,150.4,153.585,118.403,96.957,268.39,5108.249,3193.149,4630.052,465.159,8299.591,5534.187,7465.292,854.668,13415.499,10175.228,12545.887,32.768,0.514
POINT (476461.131662 31605.180879),16,0,16,1.065,115.552,126.699,83.555,26.032,434.142,3884.413,5165.162,4484.679,834.039,9697.742,9922.906,10341.979,1698.308,20353.308,20205.462,22095.325,32.788,0.286
POINT (478028.075293 71075.728908),1,0,1,9.911,230.768,233.953,198.771,177.326,8.753,661.785,104.133,218.524,17.678,1715.012,210.321,444.068,34.864,2450.588,414.786,706.816,32.803,0.643
POINT (494346.23655 41081.829587),6,0,6,1.94,161.397,172.544,129.4,94.237,443.847,27018.6,54238.374,50537.446,565.927,32643.381,59337.821,55075.816,772.731,40494.532,64022.741,61097.946,32.949,0.372
POINT (496763.075726 18296.859952),1,0,1,0.145,250.011,261.158,218.014,164.636,0.0,2671.483,0.0,0.0,0.0,5183.089,0.0,0.0,9.447,10696.58,1179.605,2265.853,32.971,0.166
POINT (502745.122015 38691.600062),3,0,3,3.321,204.143,215.29,172.146,136.983,30.98,6178.055,3868.244,5738.73,56.045,8572.546,6997.946,8284.768,270.9,26472.915,33825.576,37732.725,33.025,0.35
POINT (516970.79601 30428.872302),3,0,3,34.679,283.996,295.144,251.999,216.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.153,0.275
